fontName,letter,mass,bending,buckling,torsion,source
Abhaya Libre Medium,D,0.3461,0.3496479644764279,0.06175530984677001,0.5382499052604458,google
Abhaya Libre Medium,V,0.2297,0.13887917585552123,0.0071697402159161166,0.06969730168179276,google
Abhaya Libre Medium,T,0.2583,0.26084528087514475,0.0,0.10151088655268513,google
Abhaya Libre Medium,C,0.241,0.19609856556500996,0.04370638758002025,0.09417832140885012,google
Abhaya Libre Medium,O,0.3134,0.2778261008683784,0.11745469727161441,0.5008848029138385,google
Abhaya Libre Medium,E,0.2761,0.24582373562886664,0.016996682192462396,0.0873347089134431,google
Abhaya Libre Medium,G,0.2878,0.20601507630084812,0.043742964745523916,0.1401259891144418,google
Abhaya Libre Medium,K,0.3465,0.28043928488208636,0.05555443347266319,0.10851518353709254,google
Abhaya Libre Medium,P,0.291,0.21532519549270565,0.04184908039833396,0.21735772787658247,google
Abhaya Libre Medium,H_rot,0.3333,0.24234696327359348,0.046695000628092745,0.13143002874069015,google
Abhaya Libre SemiBold,T,0.281,0.2772651172818661,0.06896224300538682,0.12164386327475693,google
Abhaya Libre SemiBold,D,0.3822,0.37016602554430084,0.07254877571177687,0.6147548717968568,google
Abhaya Libre SemiBold,P,0.3183,0.23033700728561501,0.047902786022350256,0.24720316297509354,google
Abhaya Libre SemiBold,O,0.3445,0.3002626743006013,0.0970580628634625,0.5734558673727105,google
Abhaya Libre SemiBold,Y,0.2505,0.2152223829800106,0.019058427403563134,0.07068765982078833,google
Abhaya Libre SemiBold,R,0.4062,0.4258087122733576,0.07902761391262368,0.3538948561329668,google
Abhaya Libre SemiBold,Z,0.2983,0.2483305704159959,0.03657359399592602,0.0917860040243609,google
Abhaya Libre SemiBold,N,0.3061,0.22666564139797032,0.055226716848403044,0.09542036430198966,google
Abhaya Libre SemiBold,S,0.2878,0.2236131325909303,0.05758514351303354,0.08063859222864898,google
Abhaya Libre SemiBold,I,0.2009,0.22840623323408474,0.01378983770576195,0.048162510315849186,google
Abhaya Libre SemiBold,F,0.2603,0.21910569765411683,0.016184964691335523,0.0906685602032779,google
Abhaya Libre SemiBold,B,0.4009,0.4131212892164191,0.08678542135170485,0.6916839240666871,google
Abhaya Libre SemiBold,K,0.3681,0.26374919557423826,0.036209669672480425,0.13119886570034542,google
Abhaya Libre SemiBold,A,0.2432,0.19267826376910488,0.035629238086558566,0.08123389843535196,google
Abhaya Libre SemiBold,H,0.35,0.3502690543913329,0.039216756036463865,0.1424458396250705,google
Abhaya Libre SemiBold,U,0.2531,0.2647309449338246,0.0,0.12350776774663327,google
Abhaya Libre SemiBold,V,0.2451,0.13787072628475844,0.0,0.07896819624669417,google
Abhaya Libre SemiBold,J,0.2066,0.1293059078199064,0.022444463054599732,0.05512800865226695,google
Abhaya Libre SemiBold,W,0.2028,0.11642432069421997,0.006695961240520109,0.03198492083089891,google
Abhaya Libre SemiBold,Q,0.2794,0.22967470974193896,0.06262121574123565,0.3289832725373917,google
Abhaya Libre SemiBold,X,0.2852,0.21195234995827425,0.022797672854816976,0.08536269751588826,google
Abhaya Libre SemiBold,E,0.2962,0.2666219151769536,0.01876396274794269,0.10925763429483934,google
Abhaya Libre SemiBold,G,0.3104,0.2115292451562297,0.040846102499809106,0.1617193777649435,google
Abhaya Libre SemiBold,M,0.2985,0.2233468282026588,0.0,0.08164226424328237,google
Abhaya Libre SemiBold,L,0.243,0.21895267595151302,0.0,0.09400923701599537,google
Abhaya Libre SemiBold,C,0.2582,0.21830019292179284,0.04952893044427093,0.10301799822939871,google
Abhaya Libre SemiBold,H_rot,0.35,0.23487276970009738,0.050167245086713746,0.14223842190714953,google
Abhaya Libre,H_rot,0.3157,0.25188764029392086,0.031770778169959435,0.12273839610558412,google
Aboreto,W,0.1441,0.07990825125316155,0.0017291023692643434,0.007774529050936724,google
Aboreto,E,0.1442,0.1360010151223508,0.005147281589985986,0.01830990677281441,google
Aboreto,Q,0.1462,0.12659877489136417,0.022296553371872776,0.1472597951448338,google
Aboreto,G,0.1718,0.11135108914693395,0.009528413191425425,0.08014455176132437,google
Aboreto,R,0.2046,0.17774697696473826,0.022983760723759888,0.035950702579453375,google
Aboreto,H,0.2158,0.1934302457608088,0.012203349335330094,0.05017217345891277,google
Aboreto,S,0.1317,0.09481144609332334,0.016203930629004094,0.02024910567705145,google
Aboreto,N,0.2109,0.1743599716512736,0.013212485005825253,0.0474226627251742,google
Aboreto,I,0.0969,0.09681381174800942,0.0008258434300267738,0.004449105212837662,google
Aboreto,C,0.1287,0.09026824943388861,0.00858430359293679,0.029545076117532446,google
Aboreto,O,0.197,0.1935406493060368,0.02715860696419379,0.33752047289181936,google
Aboreto,U,0.1744,0.1727678721245701,0.017618863472342986,0.03724804258964948,google
Aboreto,L,0.1125,0.09532854774055037,0.006804091716318836,0.007300340735006238,google
Aboreto,P,0.1625,0.11728955112680686,0.023918633664293053,0.07769644340783907,google
Aboreto,D,0.2185,0.22791435773083618,0.029010372151106797,0.34056376563468427,google
Aboreto,B,0.2134,0.2178510315480801,0.034998312770480135,0.14484830834983045,google
Aboreto,X,0.1849,0.18065223137147612,0.016091736023704964,0.018935002733413073,google
Aboreto,V,0.1626,0.12982506559727633,0.009456367259372746,0.016773328301329736,google
Aboreto,J,0.0679,0.058862354928322695,0.00041654864270390234,0.004228911261365172,google
Aboreto,Z,0.1747,0.1725477771060046,0.0,0.040645978308620156,google
Aboreto,T,0.1331,0.1307015363816726,0.00630469640952632,0.013670695030202702,google
Aboreto,A,0.1792,0.14955670051260825,0.022003689736964614,0.05577361890736275,google
Aboreto,F,0.1263,0.10905711725275477,0.005610099731274831,0.011137435549843429,google
Aboreto,M,0.2495,0.19413689110722757,0.015018436369279124,0.07485862619643834,google
Aboreto,Y,0.1459,0.12077171069841426,0.011624272459241707,0.011369680055934604,google
Aboreto,H_rot,0.2158,0.2008165441913702,0.012203349335330094,0.05016639716943679,google
Abril Fatface,K,0.5067,0.30640097927748583,0.060403802054725356,0.2296720910838158,google
Abril Fatface,R,0.5591,0.5317779640440168,0.17119591320989874,0.7611124550941156,google
Abril Fatface,X,0.3643,0.20056582406399787,0.028636349081629885,0.14263218548435877,google
Abril Fatface,I,0.2865,0.2942663476480354,0.027780665088634977,0.07952589164222328,google
Abril Fatface,L,0.3352,0.25726844250971387,0.057304225955747794,0.15384766698914326,google
Abril Fatface,U,0.3198,0.283996212457618,0.03767066265015727,0.1490273029714242,google
Abril Fatface,W,0.291,0.15839594787322972,0.011602473946466794,0.05684226801981909,google
Abril Fatface,C,0.3098,0.28600658654197986,0.05884711730062984,0.1119055336886646,google
Abril Fatface,G,0.3863,0.2365801018960314,0.10833392858462379,0.18298486649084836,google
Abril Fatface,M,0.4924,0.3602178272453261,0.007926037769310158,0.2313703481931444,google
Abril Fatface,T,0.3622,0.35484901553117537,0.06901039678219467,0.17156733653575154,google
Abril Fatface,N,0.3784,0.19998433263847734,0.017096068632063272,0.16764974779099606,google
Abril Fatface,P,0.4408,0.28844530436904164,0.05322026842959572,0.5232325475550608,google
Abril Fatface,F,0.3614,0.29910707398722336,0.05008288361072044,0.1377713435759817,google
Abril Fatface,E,0.4003,0.3912467129557607,0.07843067949782138,0.14985533271494392,google
Abril Fatface,A,0.3148,0.1930415777340104,0.03260023005436081,0.20402229122784465,google
Abril Fatface,O,0.4651,0.36475700208459233,0.14942942084923064,0.9523292190532151,google
Abril Fatface,Z,0.3961,0.32516868735737686,0.06718326268316294,0.14465502434017033,google
Abril Fatface,Q,0.319,0.2398153644702578,0.07588936700567255,0.37195608716924006,google
Abril Fatface,J,0.3161,0.1902013206644698,0.053324581086772856,0.10433658423873923,google
Abril Fatface,Y,0.317,0.2000960720212585,0.01458172718114441,0.10330450357206827,google
Abril Fatface,S,0.3349,0.20575099653441042,0.06188930296484405,0.09729411699096256,google
Abril Fatface,H,0.5742,0.5753900331300189,0.11697882465374848,0.3440618241077221,google
Abril Fatface,B,0.5416,0.5085887599696483,0.1772465399479299,1.5977681785198896,google
Abril Fatface,D,0.5383,0.4852208767838393,0.15580764105608252,1.2840254099436308,google
Abril Fatface,V,0.3035,0.14399346334051763,0.007127374744760353,0.10029046895143794,google
Abril Fatface,H_rot,0.5742,0.20297002278189033,0.11701293871046403,0.34344906116550517,google
Abyssinica SIL,X,0.324,0.38325607153103236,0.1077252944030779,0.08236953059101369,google
Abyssinica SIL,W,0.2564,0.17171607358096866,0.029192519045988706,0.041737130068097435,google
Abyssinica SIL,T,0.2515,0.27301437399254846,0.06987248485803871,0.08322352386336884,google
Abyssinica SIL,N,0.365,0.3516413708912414,0.11513075413001768,0.11770561165751801,google
Abyssinica SIL,J,0.1999,0.13730517759115488,0.025923357906948677,0.04890003090839786,google
Abyssinica SIL,L,0.2292,0.2063276833111721,0.048494424753258075,0.07024673516933753,google
Abyssinica SIL,U,0.2934,0.36319090658624364,0.06823106916163166,0.1252889501858167,google
Abyssinica SIL,S,0.2686,0.2786663415931232,0.08029057294373523,0.05496326065799813,google
Abyssinica SIL,G,0.3061,0.2403401754176141,0.09632504168811624,0.12447587728393478,google
Abyssinica SIL,H,0.3939,0.4386180837131841,0.1611365769191928,0.1564458324523743,google
Abyssinica SIL,K,0.3511,0.3438017682442972,0.11104901340177491,0.09626008996525823,google
Abyssinica SIL,D,0.3661,0.42573453711922543,0.0,0.4359386498183313,google
Abyssinica SIL,Y,0.258,0.2613593598866622,0.07361382395176248,0.05799815789227876,google
Abyssinica SIL,P,0.3017,0.2541106784864826,0.09549201829597208,0.1853024553586389,google
Abyssinica SIL,R,0.3552,0.3606643268673049,0.11837146636255483,0.24068835112225054,google
Abyssinica SIL,O,0.3321,0.339328445051565,0.1959193676707119,0.36004043160507865,google
Abyssinica SIL,Q,0.2577,0.23557264693318836,0.05979048796648202,0.19517581282022006,google
Abyssinica SIL,Z,0.2926,0.35924236371993884,0.07829299171656516,0.0849725480364516,google
Abyssinica SIL,I,0.1849,0.23378446702803735,0.01150160964159304,0.033791998993372215,google
Abyssinica SIL,E,0.3184,0.278088146710916,0.0,0.09831464088433392,google
Abyssinica SIL,C,0.2521,0.20236733744835655,0.10929626518814457,0.08825889022140171,google
Abyssinica SIL,A,0.2848,0.23893833381946256,0.09342485424553747,0.11055075857950619,google
Abyssinica SIL,V,0.2626,0.23628481096824347,0.053997502407688844,0.07402097636219102,google
Abyssinica SIL,F,0.2721,0.23239988800007774,0.06797490584766658,0.061997075609771274,google
Abyssinica SIL,M,0.3413,0.2938151212569074,0.09875871632622397,0.08551158154463602,google
Abyssinica SIL,H_rot,0.3939,0.3841351578682765,0.17574650669596126,0.1545163466886922,google
Academy Engraved LET Fonts,U,0.152,0.1599986038177411,0.004394801855213539,0.08722487208546251,windows
Academy Engraved LET Fonts,Z,0.1939,0.1377706692811916,0.009741964723355936,0.11719786559978926,windows
Academy Engraved LET Fonts,W,0.0948,0.04538582356894521,0.011507521102684543,0.01217340467611848,windows
Academy Engraved LET Fonts,A,0.1397,0.10344860315089745,0.017464919173085118,0.06858508409721592,windows
Academy Engraved LET Fonts,I,0.1223,0.16573502265675236,0.0062369609178528585,0.034768864578526994,windows
Academy Engraved LET Fonts,F,0.181,0.14432602982779574,0.016810717478958896,0.047616465049325644,windows
Academy Engraved LET Fonts,H,0.2007,0.21844841723650843,0.008501173671337542,0.0646400717272135,windows
Academy Engraved LET Fonts,H_rot,0.2007,0.1669161585445424,0.009756127598887662,0.07431909287688064,windows
Acme,Q,0.3642,0.30893037909311166,0.1288205896189817,0.20209043085685638,google
Acme,G,0.3979,0.3646814452833847,0.1655381523235737,0.13700140212616702,google
Acme,R,0.3938,0.35896384411368554,0.13567788448512408,0.19045857756727666,google
Acme,I,0.1818,0.18082331786617145,0.0,0.021739463593306647,google
Acme,J,0.1885,0.11939801411279577,0.0125127157991187,0.02603393869641785,google
Acme,Z,0.3553,0.4357779157456013,0.10458150550135349,0.11717857643637845,google
Acme,T,0.2584,0.24190125950400973,0.052112731563014936,0.05205553460912926,google
Acme,L,0.2249,0.1669818020342392,0.027247032569687506,0.03877750768524493,google
Acme,Y,0.2808,0.2184830949999375,0.0764582219802902,0.06871653571090228,google
Acme,B,0.4304,0.4406553110139551,0.16348761425745892,0.31007885300816435,google
Acme,H,0.4222,0.3671866212446119,0.0,0.13605933438938755,google
Acme,O,0.418,0.41176388864719604,0.0,0.29251693106509596,google
Acme,X,0.3537,0.3065356077327972,0.12834151495969126,0.09355799937745317,google
Acme,A,0.3861,0.30936264020966747,0.15206002103494906,0.153689610979661,google
Acme,V,0.344,0.3108384678656696,0.09503006224275908,0.10486930202643259,google
Acme,K,0.3751,0.32438090673422165,0.1261764423349286,0.07706494281878243,google
